Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
,TAO: Seventeen Samurai,,7/9/2014,15:00,"The Mastercard Theatres at Marina Bay Sands, Sands Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,1679,Traditional music,Concert,Drum TAO,,Mediacorp VizPro International Pte. Ltd.,,,,,,
,Kafka on the Shore by Ninagawa Company,,30/10/2015,20:00-23:00,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,1950,Play,Theatre,Ninagawa Company,,"Saitama Arts Foundation; Tokyo Broadcasting System Television Inc; HoriPro Inc.; The Japan Foundation; Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Esplanade Co Ltd (TECL)",,,,Mitsubishi Corporation; All Nippon Airways (ANA),,
,Kafka on the Shore by Ninagawa Company,,31/10/2015,20:00-23:00,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,1950,Play,Theatre,Ninagawa Company,,"Saitama Arts Foundation; Tokyo Broadcasting System Television Inc; HoriPro Inc.; The Japan Foundation; Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Esplanade Co Ltd (TECL)",,,,Mitsubishi Corporation; All Nippon Airways (ANA),,
,Kafka on the Shore by Ninagawa Company,,1/11/2015,14:00-17:00,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,1950,Play,Theatre,Ninagawa Company,,"Saitama Arts Foundation; Tokyo Broadcasting System Television Inc; HoriPro Inc.; The Japan Foundation; Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Esplanade Co Ltd (TECL)",,,,Mitsubishi Corporation; All Nippon Airways (ANA),,
,Lecture & Demonstration on Beauty of Japanese Dance 舞 by Master Guraku AKIFUSA,,20/1/2015,19:00-20:00,Japan Creative Centre (JCC),"4 Nassim Road, Singapore 258372",1.307507,103.826821,100,Nihon buyo,Talk,Akifusa Guraku,,Japan Creative Centre (JCC),,,,Embassy of Japan in Singapore,,
,Fellow's Tea: Master Akifusa Guraku - Lecture demonstration on Nihon Buyo,,21/1/2015,18:30-20:00,"Nanyang Academy of Fine Arts (NAFA), Black Box Studio","151 Bencoolen Street, Singapore 189656",1.301284,103.851952,,Nihon buyo,Talk,Akifusa Guraku,,Nanyang Academy of Fine Arts (NAFA); Japan Creative Centre (JCC),,,,,,
,Fellow's Tea: Master Akifusa Guraku,,22/1/2015,15:00,"National University of Singapore (NUS), Tembusu College","28 College Avenue East, #B1-01, Singapore 138598",1.3059259,103.773853,,Nihon buyo,Talk,Akifusa Guraku,,National University of Singapore (NUS); Japan Creative Centre (JCC),,,,Dr Catelijne Coopmans (Tembusu College),,
,Chingay 2015,,7/2/2015,Evening,F1 Pit Building,"1 Republic Boulevard, Singapore 038975",1.291335,103.863911,,Traditional music; Folk dance,Parade,Yamashiro Daidengaku Group (Japan); Taiko Group and Engeki Hokuiichido,,People's Association (PA),,People's Association (PA),,"The Japanese Association, Singapore (JAS)",,
,Chingay 2015,,8/2/2015,Evening,F1 Pit Building,"1 Republic Boulevard, Singapore 038975",1.291335,103.863911,,Traditional music; Folk dance,Parade,Yamashiro Daidengaku Group; Taiko Group and Engeki Hokuiichido,,"People's Association (PA); The Japanese Association, Singapore (JAS)",,People's Association (PA),,,,
,Iwami Kagura – Ritual Theatre of Shimane,,17/4/2015,19:30-21:15,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,245,Kagura,Theatre,Nishimura Kagura Shachu,,The Esplanade Co Ltd (TECL),,,,,,
,Iwami Kagura – Ritual Theatre of Shimane,,18/4/2015,15:00-16:45,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,245,Kagura,Theatre,Nishimura Kagura Shachu,,The Esplanade Co Ltd (TECL),,,,,,Esplanade Presents | A Tapestry of Sacred Music
,Pipes in Harmony by Suzuki Masato,,19/4/2015,15:00-16:00,"Esplanade – Theatres on the Bay, Concert Hall","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,1630 - 1827,Contemporary music,Concert,Suzuki Masato,,The Esplanade Co Ltd (TECL); Suntory Hall Foundation,,,,,,
,"An exploration of the similarities and differences between the ""Dan"" in Chinese Opera and the ""Onnagata"" in Kabuki",,24/4/2015,17:00,Aliwal Arts Centre,"28 Aliwal Street, Singapore 199918",1.3025563,103.8610758,,Kabuki,Talk,Kataoka Takatarō; Yow Wei Meng,,Chinese Opera Institute (COI); Chinese Opera Society (Singapore),,,,,,
,Thank You Tezuka (Japan),,5/6/2015,19:15-19:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,5/6/2015,21:15-21:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,6/6/2015,15:15-15:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,6/6/2015,17:15-17:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,6/6/2015,19:15-19:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,6/6/2015,21:15-21:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,7/6/2015,15:15-15:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,Esplanade Presents | Flipside
,Thank You Tezuka (Japan),,7/6/2015,17:15-17:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,7/6/2015,19:15-19:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Thank You Tezuka (Japan),,7/6/2015,21:15-21:45,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Musical,Outdoor,Thank you Tezuka,,The Esplanade Co Ltd (TECL),,,,Tai Sun; Polar,,
,Shinohara Rakugo featuring Kamini Ramachandran ~Storytelling from Asia~,,19/6/2015,19:30-21:00,"YMCA @ One Orchard, Lee Kong Chian Auditorium","1 Orchard Road, Singapore 238824",1.29745,103.848414,250,Rakugo,Theatre,Tatekawa Shinoharu; Kamini Ramachandran,,Vivid Creations,,,,,,
,Akifusa Guraku - Nihon Buyō,,20/6/2015,15:30,"Nanyang Academy of Fine Arts (NAFA), Studio Theatre","151 Bencoolen Street, Singapore 189656",1.301284,103.851952,150,Nihon Buyo,Dance,Akifusa Guraku,,Japan Creative Centre (JCC); Japan Airlines (JAL); Nihon Buyo Akifusa,,SBG Holdings,,Akifusaryuu Nihon Buyo School 秋房流,,
,Shinosuke Rakugo 2015,志の輔落語2015,10/8/2015,14:30,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,388,Rakugo,Theatre,Tatekawa Shinosuke,,Vivid Creations; Hokuriku Bank,,,,Singapore Toyama-ken Jinkai,,
,Shinosuke Rakugo 2015,志の輔落語2015,10/8/2015,18:30,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,388,Rakugo,Theatre,Tatekawa Shinosuke,,Vivid Creations; Hokuriku Bank,,,,Singapore Toyama-ken Jinkai,,
,Chindonya Tsushinsha,,12/8/2015,19:15,"Drama Centre (National Library), Theatre","100 Victoria Street, #03-01, National Library Building, Singapore 188064",1.297679,103.854357,,Traditional music,Outdoor,Chindonya Tsushinsha,,Japan Creative Centre (JCC); National Arts Council (NAC); Arts House Limited (AHL),,Singapore International Festival of Arts (SIFA),,,,
,Chindonya Tsushinsha,,13/8/2015,19:00,Amphitheatre at Marsiling Drive,"204 Marsiling Drive, Singapore 730204",1.44421,103.77402,,Traditional music,Outdoor,Chindonya Tsushinsha,,Japan Creative Centre (JCC); National Arts Council (NAC); Arts House Limited (AHL),,Singapore International Festival of Arts (SIFA),,,,
,Chindonya Tsushinsha,,14/8/2015,19:00-20:50,"Victoria Theatre & Concert Hall, Foyer","9 Empress Place, Singapore 179556",1.297679,103.854357,,Traditional music,Outdoor,Chindon Tsushinsha,,Japan Creative Centre (JCC); National Arts Council (NAC); Arts House Limited (AHL),,Singapore International Festival of Arts (SIFA),,,,
,Takizawa Kabuki,,18/8/2015,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,19/8/2015,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,20/8/2015,15:00-16:50,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,20/8/2015,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,21/8/2015,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,22/8/2015,15:00-16:50,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,22/8/2015,19:30-21:20,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Takizawa Kabuki,,23/8/2015,15:00-16:50,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Others; Kabuki,Theatre,Hideaki Takizawa; Fumito Kawai; Hiromitsu Kitayama,,Shochiku Co. Ltd; Johnny & Associates,,,,,,
,Ebizo Ichikawa XI's Japan Theater 2015,,17/10/2015,15:00,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","4 Bayfront Avenue, Singapore 018973",1.28523,103.860023,2155,Kabuki,Theatre,Ebizo Ichikawa XI,,,,,,,,
,Ebizo Ichikawa XI's Japan Theater 2016,,17/10/2015,19:30,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","5 Bayfront Avenue, Singapore 018973",1.285231,103.860024,2155,Kabuki,Theatre,Ebizo Ichikawa XI,,,,,,,,
,Ebizo Ichikawa XI's Japan Theater 2017,,18/10/2015,15:00,"The Mastercard Theatres at Marina Bay Sands, Grand Theatre","6 Bayfront Avenue, Singapore 018973",1.285232,103.860025,2155,Kabuki,Theatre,Ebizo Ichikawa XI,,,,,,,,
,STORY TIME: Smile on Everyone's Face!,,29/11/2015,Evening,Clementi Public Library,"3155 Commonwealth Avenue West, #05-13/14/15, The Clementi Mall, Singapore 129588",1.31498,103.76472,,Kamishibai,Theatre,Nomarin (Noma Shigeyuki),,"Japan Creative Centre (JCC); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); National Library Board (NLB)",,,,,,
,STORY TIME: Smile on Everyone's Face!,,29/11/2015,Evening,Bukit Batok Public Library,"1 Bukit Batok Central Link, #03-01, West Mall, Singapore 658713",1.34976,103.7492,,Kamishibai,Theatre,Nomarin (Noma Shigeyuki),,"Japan Creative Centre (JCC); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); National Library Board (NLB)",,,,,,
,Primitive,,30/5/2015,15:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary dance,,"enra, Nobuyuki Hanabusa",,,,Esplanade – Theatres on the Bay,,POLAR; Tai Sun,,Esplanade Presents | Flipside
,Zettai Red,,5/6/2015,16:40,Esplanade – Theatres on the Bay,"2 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary dance,Dance; Outdoor,GRINDER-MAN - Hitoshi Taguchi (Director); Makiko Izu (Choreographer),,,,Esplanade – Theatres on the Bay; Japan Foundation Asia Center,,POLAR; Tai Sun,,Esplanade Presents | Flipside
,Oversleep Excuse,,27/6/2015,22:00,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary music; Rock,Concert,Oversleep Excuse,,Esplanade – Theatres on the Bay,,,,,,
,Loss-Layers,,16/1/2015,20:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary dance; Butoh,Dance,"A.lter S.essio (France-based) - Fabrice Planquette, Yum Keiko Takayama",,The Necessary Stage; Esplanade – Theatres on the Bay,,The Necessary Stage; Esplanade – Theatres on the Bay,,Embajada de México en Singapur; Secretaría de Cultura (Jalisco); Jalisco; Bienestar; Canada Council for the Arts; Conseil des arts et des lettres du Québec (CALQ); The Japan Foundation; Institut Français de Singapour; Picardie; National Youth Council (NYC); Take Off Productions; National Museum of Singapore (NMS); Centre 42; Ion Art; Ion Orchard; fridae; First Printers Pte Ltd; Q Framing Group; Barossa; Pixel Creations,,M1 Singapore Fringe Festival
,"SoftMachine, Part B",,17/10/2015,20:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary dance,Dance,Yuya Tsukahara; Choy Ka Fai; Xiao Ke x Zi Han,,Esplanade – Theatres on the Bay,,Esplanade – Theatres on the Bay,,National Arts Council (NAC); TheatreWorks; Kyoto Experiment; Braun Büffel; ViewQwest; Goethe-Institut Singapur,,Esplanade Presents | da:ns festival
,Asia Pacific Dance Bridge:Lift of Time,,18/10/2015,18:00,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 038981",1.290205,103.855567,,Contemporary dance,Dance,"MACOBA Dance Company - Ito Masako, Koba Hiroki",,Esplanade – Theatres on the Bay; World Dance Alliance Singapore,,Esplanade – Theatres on the Bay; World Dance Alliance Singapore,,National Arts Council (NAC); Braun Büffel; ViewQwest,,
,Esplanade Presents Flipside: Primative,,30/5/2015,15:00-16:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Contemporary dance,Dance,enra;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); Polar; Tai Sun,,The Esplanade Co Ltd (TECL),,Polar; Tai Sun,,Esplanade Presents | Flipside
,Esplanade Presents Flipside: Primative,,30/5/2015,20:00-21:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Contemporary dance,Dance,enra;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); Polar; Tai Sun,,The Esplanade Co Ltd (TECL),,Polar; Tai Sun,,Esplanade Presents | Flipside
,Esplanade Presents Flipside: Primative,,31/5/2015,15:00-16:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Contemporary dance,Dance,enra;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); Polar; Tai Sun,,The Esplanade Co Ltd (TECL),,Polar; Tai Sun,,Esplanade Presents | Flipside
,Esplanade Presents Flipside: Primative,,31/5/2015,20:00-21:00,"Esplanade – Theatres on the Bay, Theatre Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Contemporary dance,Dance,enra;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); Polar; Tai Sun,,The Esplanade Co Ltd (TECL),,Polar; Tai Sun,,Esplanade Presents | Flipside
,Asian Civilisations Museum Red Carpet Gala Performance by AUN-J CLASSIC ORCHESTRA,,21/11/2015,Evening,Asian Civilisations Museum (ACM),"1 Empress Place, Singapore 179555",1.28757,103.85141,,Traditional music,Concert; Outdoor,AUN-J Classic Orchestra;  ;  ;  ;  ;  ;  ;  ;  ,,Japan Creative Centre (JCC),,Japan Creative Centre (JCC),,,,Esplanade Presents | Flipside
,Sansa Odori,,9/1/2016,Evening,"Japan Creative Centre (JCC), Outside","4 Nassim Road, Singapore 258372",1.307507,103.826821,,Nihon buyo; Traditional music,Dance,"Sansa Odori (Rikuzentakata City, Iwate Prefecture);  ;  ;  ;  ;  ;  ;  ;  ",,"Japan Ministry of Agriculture, Forestry and Fishery (MAFF)",,,,,,
,The CONDORS,,17/2/2016,19:00,"Temasek Polytechnic, Auditorium 1","21 Tampines Avenue 1, Singapore 529757",1.34546,103.93232,,Contemporary dance,Dance,CONDORS;  ;  ;  ;  ;  ;  ;  ;  ,,"CONDORS Dance Company; An Creative; Centre for TransCultural Studies, Temasek Polytechnic; Agency for Cultural Affairs, Government of Japan; Japan Creative Centre (JCC)",,,,,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,English Rakugo by Dr. Oshima Kimie,,22/2/2016,14:00,"National University of Singapore (NUS), Lecture Theatre 52 (UTSRC-LT52)","2 College Avenue West, University Town (Stephen Riady Centre), Singapore 138607",1.30474,103.7724,,Rakugo,Theatre,Dr. Oshima Kimie;  ;  ;  ;  ;  ;  ;  ;  ,,"Japanese Language Programme, Centre for Language Studies, National University of Singapore (NUS)",,"Japanese Language Programme, Centre for Language Studies, National University of Singapore (NUS)",,,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,The CONDORS Dance Workshop,,25/2/2016,Evening,Lasalle College of the Arts,"1 McNally Street, Singapore 187940",1.30285,103.85155,,Contemporary dance,Workshop,CONDORS (Kondo Ryohei; Yamamoto Kojiro);  ;  ;  ;  ;  ;  ;  ,,Japan Creative Centre (JCC); Lasalle College of the Arts,,,,,,
,The CONDORS Dance Workshop,,26/2/2016,Evening,"Temasek Polytechnic, Glocal Connect Village (GCV)","45 Tampines Avenue 1, Singapore 529763",1.34739,103.92817,,Contemporary dance,Workshop,CONDORS (Kondo Ryohei; Yamamoto Kojiro);  ;  ;  ;  ;  ;  ;  ,,Japan Creative Centre (JCC); Lasalle College of the Arts,,,,,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,Blowing in the SAKURA Wind: Sounds from Japan,,12/3/2016,16:00,"Gardens By The Bay, Flower Dome","18 Marina Gardens Drive, Singapore 18953",1.28458,103.86472,,Traditional music,Concert,Irie Yosuke (Shakuhachi); Irie Kaho (Koto);  ;  ;  ;  ;  ;  ;  ,,Japan Creative Centre (JCC),,,,,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,Blowing in the SAKURA Wind: Sounds from Japan,,13/3/2016,17:30,"Gardens By The Bay, Flower Dome","18 Marina Gardens Drive, Singapore 18953",1.28458,103.86472,,Traditional music,Concert,Irie Yosuke (Shakuhachi); Irie Kaho (Koto);  ;  ;  ;  ;  ;  ;  ,,Japan Creative Centre (JCC),,,,,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
